[FimsReadDemon             ; 0:03:01] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 9:07:47]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 9:07:47]METS Db Dis_Conn !! 
[FimsReadDemon             ; 9:07:47]Program End.
[FimsSendDemon             ; 9:07:49]METS Db CONNECTION !! 
[FimsSendDemon             ; 9:08:01] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 9:08:01]METS Db CONNECTION !! 
[FimsReadDemon             ; 9:13:01] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 9:13:02]METS Db CONNECTION !! 
[FimsReadDemon             ; 9:13:02]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 9:13:02]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 9:13:02]METS Db Dis_Conn !! 
[FimsReadDemon             ; 9:13:02]Program End.
[FimsSendDemon             ; 9:18:01] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 9:18:02]METS Db CONNECTION !! 
[FimsSendDemon             ; 9:18:02]3번>>>> 제조사 배송 정보 신규 데이터 없음
[FimsSendDemon             ; 9:18:02]4번>>>> 제조사 배송 내역 신규 데이터 없음
[FimsSendDemon             ; 9:18:02]METS Db Dis_Conn !! 
[FimsSendDemon             ; 9:18:02]Program End.
[FimsReadDemon             ; 9:23:01] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 9:23:01]METS Db CONNECTION !! 
[FimsReadDemon             ; 9:23:01]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 9:23:01]5번>>>> 인수 승인 내역 다운로드 시작: HavisDlvrInsuData_20200626092003.dat
[FimsReadDemon             ; 9:23:01]5번>>>> 다운로드 완료 / 건수: 2
[FimsReadDemon             ; 9:23:01]METS Db Dis_Conn !! 
[FimsReadDemon             ; 9:23:01]Program End.
[FimsSendDemon             ; 9:28:01] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 9:28:02]METS Db CONNECTION !! 
[FimsSendDemon             ; 9:28:02]3번>>>> 제조사 배송 정보 신규 데이터 없음
[FimsSendDemon             ; 9:28:02]4번>>>> 제조사 배송 내역 신규 데이터 없음
[FimsSendDemon             ; 9:28:02]METS Db Dis_Conn !! 
[FimsSendDemon             ; 9:28:02]Program End.
[FimsReadDemon             ; 9:33:01] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 9:33:07]METS Db CONNECTION !! 
[FimsReadDemon             ; 9:33:07]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 9:33:07]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 9:33:07]METS Db Dis_Conn !! 
[FimsReadDemon             ; 9:33:07]Program End.
[FimsSendDemon             ; 9:35:01] SKT FIMS INF SEND DEMON START >>>>> 
[FimsSendDemon             ; 9:35:01]METS Db CONNECTION !! 
[FimsSendDemon             ; 9:35:02]1번>>>> 납품지시내역 연동 시작: FimsOrdData_20200626093501.dat
[FimsSendDemon             ; 9:35:02]METS Db Dis_Conn !! 
[FimsSendDemon             ; 9:35:02]Program End.
[FimsSendDemon             ; 9:38:02] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 9:38:08]METS Db CONNECTION !! 
[FimsSendDemon             ; 9:38:08]3번>>>> 제조사 배송 정보 신규 데이터 없음
[FimsSendDemon             ; 9:38:08]4번>>>> 제조사 배송 내역 신규 데이터 없음
[FimsSendDemon             ; 9:38:08]METS Db Dis_Conn !! 
[FimsSendDemon             ; 9:38:08]Program End.
[FimsReadDemon             ; 9:43:01] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 9:43:15]METS Db CONNECTION !! 
[FimsReadDemon             ; 9:43:15]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 9:43:15]5번>>>> 인수 승인 내역 다운로드 시작: HavisDlvrInsuData_20200626094004.dat
[FimsReadDemon             ; 9:43:17]5번>>>> 다운로드 완료 / 건수: 2
[FimsReadDemon             ; 9:43:17]METS Db Dis_Conn !! 
[FimsReadDemon             ; 9:43:17]Program End.
[FimsSendDemon             ; 9:48:01] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 9:48:37]METS Db CONNECTION !! 
[FimsSendDemon             ; 9:48:41]3번>>>> 제조사 배송 정보 신규 데이터 없음
[FimsSendDemon             ; 9:48:41]4번>>>> 제조사 배송 내역 신규 데이터 없음
[FimsSendDemon             ; 9:48:41]METS Db Dis_Conn !! 
[FimsSendDemon             ; 9:48:41]Program End.
[FimsReadDemon             ; 9:53:01] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 9:53:43]METS Db CONNECTION !! 
[FimsReadDemon             ; 9:53:43]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 9:53:43]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 9:53:43]METS Db Dis_Conn !! 
[FimsReadDemon             ; 9:53:43]Program End.
[FimsSendDemon             ; 9:58:01] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 9:58:58]METS Db CONNECTION !! 
[FimsSendDemon             ; 9:59:02]3번>>>> 제조사 배송 정보 신규 데이터 없음
[FimsSendDemon             ; 9:59:02]4번>>>> 제조사 배송 내역 신규 데이터 없음
[FimsSendDemon             ; 9:59:02]METS Db Dis_Conn !! 
[FimsSendDemon             ; 9:59:02]Program End.
[FimsReadDemon             ; 10:03:01] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 10:04:15]METS Db CONNECTION !! 
[FimsReadDemon             ; 10:04:15]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 10:04:15]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 10:04:15]METS Db Dis_Conn !! 
[FimsReadDemon             ; 10:04:15]Program End.
[FimsSendDemon             ; 10:05:01] SKT FIMS INF SEND DEMON START >>>>> 
[FimsSendDemon             ; 10:06:45]METS Db CONNECTION !! 
[FimsSendDemon             ; 10:06:45]1번>>>> 납품지시내역 연동 시작: FimsOrdData_20200626100645.dat
[FimsSendDemon             ; 10:06:46]METS Db Dis_Conn !! 
[FimsSendDemon             ; 10:06:46]Program End.
[FimsSendDemon             ; 10:08:01] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 10:09:28]METS Db CONNECTION !! 
[FimsSendDemon             ; 10:09:29]3번>>>> 제조사 배송 정보 신규 데이터 없음
[FimsSendDemon             ; 10:09:29]4번>>>> 제조사 배송 내역 신규 데이터 없음
[FimsSendDemon             ; 10:09:29]METS Db Dis_Conn !! 
[FimsSendDemon             ; 10:09:29]Program End.
[FimsReadDemon             ; 10:13:02] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 10:15:41]METS Db CONNECTION !! 
[FimsReadDemon             ; 10:15:41]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 10:15:41]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 10:15:41]METS Db Dis_Conn !! 
[FimsReadDemon             ; 10:15:41]Program End.
[FimsSendDemon             ; 10:18:01] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 10:22:36]METS Db CONNECTION !! 
[FimsSendDemon             ; 10:22:37]3번>>>> 제조사 배송 정보 신규 데이터 없음
[FimsSendDemon             ; 10:22:37]4번>>>> 제조사 배송 내역 신규 데이터 없음
[FimsSendDemon             ; 10:22:37]METS Db Dis_Conn !! 
[FimsSendDemon             ; 10:22:37]Program End.
[FimsReadDemon             ; 10:23:01] SKT FIMS INF READ DEMON START >>>>> 
[FimsSendDemon             ; 10:28:02] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsReadDemon             ; 10:29:41]METS Db CONNECTION !! 
[FimsReadDemon             ; 10:29:41]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 10:29:41]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 10:29:41]METS Db Dis_Conn !! 
[FimsReadDemon             ; 10:29:41]Program End.
[FimsReadDemon             ; 10:33:01] SKT FIMS INF READ DEMON START >>>>> 
[FimsSendDemon - 10min     ; 10:33:22]METS Db CONNECTION !! 
[FimsSendDemon             ; 10:33:23]3번>>>> 제조사 배송 정보 신규 데이터 없음
[FimsSendDemon             ; 10:33:23]4번>>>> 제조사 배송 내역 신규 데이터 없음
[FimsSendDemon             ; 10:33:23]METS Db Dis_Conn !! 
[FimsSendDemon             ; 10:33:23]Program End.
[FimsReadDemon             ; 10:34:34]METS Db CONNECTION !! 
[FimsReadDemon             ; 10:34:34]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 10:34:34]5번>>>> 인수 승인 내역 다운로드 시작: HavisDlvrInsuData_20200626103003.dat
[FimsReadDemon             ; 10:34:34]5번>>>> 다운로드 완료 / 건수: 2
[FimsReadDemon             ; 10:34:34]METS Db Dis_Conn !! 
[FimsReadDemon             ; 10:34:34]Program End.
[FimsSendDemon             ; 10:35:02] SKT FIMS INF SEND DEMON START >>>>> 
[FimsSendDemon             ; 10:35:14]METS Db CONNECTION !! 
[FimsSendDemon             ; 10:35:14]1번>>>> 납품지시내역 신규 데이터 없음
[FimsSendDemon             ; 10:35:14]METS Db Dis_Conn !! 
[FimsSendDemon             ; 10:35:14]Program End.
[FimsSendDemon             ; 10:38:01] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 10:38:04]METS Db CONNECTION !! 
[FimsSendDemon             ; 10:38:04]3번>>>> 제조사 배송 정보 신규 데이터 없음
[FimsSendDemon             ; 10:38:04]4번>>>> 제조사 배송 내역 신규 데이터 없음
[FimsSendDemon             ; 10:38:04]METS Db Dis_Conn !! 
[FimsSendDemon             ; 10:38:04]Program End.
[FimsReadDemon             ; 10:43:01] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 10:44:05]METS Db CONNECTION !! 
[FimsReadDemon             ; 10:44:05]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 10:44:05]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 10:44:05]METS Db Dis_Conn !! 
[FimsReadDemon             ; 10:44:05]Program End.
[FimsSendDemon             ; 10:48:01] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 10:52:28]METS Db CONNECTION !! 
[FimsSendDemon             ; 10:52:28]3번>>>> 제조사 배송 정보 신규 데이터 없음
[FimsSendDemon             ; 10:52:28]4번>>>> 제조사 배송 내역 신규 데이터 없음
[FimsSendDemon             ; 10:52:28]METS Db Dis_Conn !! 
[FimsSendDemon             ; 10:52:28]Program End.
[FimsReadDemon             ; 10:53:01] SKT FIMS INF READ DEMON START >>>>> 
[FimsSendDemon             ; 10:58:01] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsReadDemon             ; 11:01:47]METS Db CONNECTION !! 
[FimsReadDemon             ; 11:01:47]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 11:01:47]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 11:01:47]METS Db Dis_Conn !! 
[FimsReadDemon             ; 11:01:47]Program End.
[FimsReadDemon             ; 11:03:01] SKT FIMS INF READ DEMON START >>>>> 
[FimsSendDemon             ; 11:05:01] SKT FIMS INF SEND DEMON START >>>>> 
[FimsSendDemon             ; 11:08:01] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 11:12:10]METS Db CONNECTION !! 
[FimsSendDemon             ; 11:12:14]3번>>>> 제조사 배송 정보 신규 데이터 없음
[FimsSendDemon             ; 11:12:14]4번>>>> 제조사 배송 내역 신규 데이터 없음
[FimsSendDemon             ; 11:12:14]METS Db Dis_Conn !! 
[FimsSendDemon             ; 11:12:14]Program End.
[FimsReadDemon             ; 11:13:01] SKT FIMS INF READ DEMON START >>>>> 
[FimsSendDemon             ; 11:18:01] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsReadDemon             ; 11:20:09]METS Db CONNECTION !! 
[FimsReadDemon             ; 11:20:09]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 11:20:09]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 11:20:09]METS Db Dis_Conn !! 
[FimsReadDemon             ; 11:20:09]Program End.
[FimsReadDemon             ; 11:23:02] SKT FIMS INF READ DEMON START >>>>> 
[FimsSendDemon             ; 11:24:32]METS Db CONNECTION !! 
[FimsSendDemon             ; 11:24:38]1번>>>> 납품지시내역 신규 데이터 없음
[FimsSendDemon             ; 11:24:38]METS Db Dis_Conn !! 
[FimsSendDemon             ; 11:24:38]Program End.
[FimsReadDemon             ; 11:25:09]METS Db CONNECTION !! 
[FimsReadDemon             ; 11:25:09]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 11:25:09]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 11:25:09]METS Db Dis_Conn !! 
[FimsReadDemon             ; 11:25:09]Program End.
[FimsSendDemon - 10min     ; 11:27:42]METS Db CONNECTION !! 
[FimsSendDemon             ; 11:27:42]3번>>>> 제조사 배송 정보 신규 데이터 없음
[FimsSendDemon             ; 11:27:42]4번>>>> 제조사 배송 내역 신규 데이터 없음
[FimsSendDemon             ; 11:27:42]METS Db Dis_Conn !! 
[FimsSendDemon             ; 11:27:42]Program End.
[FimsSendDemon             ; 11:28:01] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsReadDemon             ; 11:31:40]METS Db CONNECTION !! 
[FimsReadDemon             ; 11:31:40]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 11:31:40]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 11:31:41]METS Db Dis_Conn !! 
[FimsReadDemon             ; 11:31:41]Program End.
[FimsReadDemon             ; 11:33:01] SKT FIMS INF READ DEMON START >>>>> 
[FimsSendDemon - 10min     ; 11:34:02]METS Db CONNECTION !! 
[FimsSendDemon             ; 11:34:02]3번>>>> 제조사 배송 정보 신규 데이터 없음
[FimsSendDemon             ; 11:34:02]4번>>>> 제조사 배송 내역 신규 데이터 없음
[FimsSendDemon             ; 11:34:02]METS Db Dis_Conn !! 
[FimsSendDemon             ; 11:34:02]Program End.
[FimsSendDemon             ; 11:35:01] SKT FIMS INF SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 11:37:09]METS Db CONNECTION !! 
[FimsSendDemon             ; 11:37:09]3번>>>> 제조사 배송 정보 신규 데이터 없음
[FimsSendDemon             ; 11:37:09]4번>>>> 제조사 배송 내역 신규 데이터 없음
[FimsSendDemon             ; 11:37:09]METS Db Dis_Conn !! 
[FimsSendDemon             ; 11:37:09]Program End.
[FimsSendDemon             ; 11:38:01] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsReadDemon             ; 11:38:34]METS Db CONNECTION !! 
[FimsReadDemon             ; 11:38:34]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 11:38:34]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 11:38:34]METS Db Dis_Conn !! 
[FimsReadDemon             ; 11:38:34]Program End.
[FimsSendDemon             ; 11:38:52]METS Db CONNECTION !! 
[FimsSendDemon             ; 11:38:52]1번>>>> 납품지시내역 신규 데이터 없음
[FimsSendDemon             ; 11:38:52]METS Db Dis_Conn !! 
[FimsSendDemon             ; 11:38:52]Program End.
[FimsSendDemon - 10min     ; 11:39:56]METS Db CONNECTION !! 
[FimsSendDemon             ; 11:39:56]3번>>>> 제조사 배송 정보 신규 데이터 없음
[FimsSendDemon             ; 11:39:56]4번>>>> 제조사 배송 내역 신규 데이터 없음
[FimsSendDemon             ; 11:39:56]METS Db Dis_Conn !! 
[FimsSendDemon             ; 11:39:56]Program End.
[FimsReadDemon             ; 11:43:01] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 11:43:07]METS Db CONNECTION !! 
[FimsReadDemon             ; 11:43:07]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 11:43:07]5번>>>> 인수 승인 내역 다운로드 시작: HavisDlvrInsuData_20200626114002.dat
[FimsReadDemon             ; 11:43:08]5번>>>> 다운로드 완료 / 건수: 1
[FimsReadDemon             ; 11:43:08]METS Db Dis_Conn !! 
[FimsReadDemon             ; 11:43:08]Program End.
[FimsSendDemon             ; 11:48:01] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 11:48:35]METS Db CONNECTION !! 
[FimsSendDemon             ; 11:48:36]3번>>>> 제조사 배송 정보 신규 데이터 없음
[FimsSendDemon             ; 11:48:36]4번>>>> 제조사 배송 내역 신규 데이터 없음
[FimsSendDemon             ; 11:48:36]METS Db Dis_Conn !! 
[FimsSendDemon             ; 11:48:36]Program End.
[FimsReadDemon             ; 11:53:01] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 11:53:37]METS Db CONNECTION !! 
[FimsReadDemon             ; 11:53:37]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 11:53:37]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 11:53:37]METS Db Dis_Conn !! 
[FimsReadDemon             ; 11:53:37]Program End.
[FimsSendDemon             ; 11:58:01] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 11:59:09]METS Db CONNECTION !! 
[FimsSendDemon             ; 11:59:14]3번>>>> 제조사 배송 정보 신규 데이터 없음
[FimsSendDemon             ; 11:59:14]4번>>>> 제조사 배송 내역 신규 데이터 없음
[FimsSendDemon             ; 11:59:14]METS Db Dis_Conn !! 
[FimsSendDemon             ; 11:59:14]Program End.
[FimsReadDemon             ; 12:03:01] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 12:03:22]METS Db CONNECTION !! 
[FimsReadDemon             ; 12:03:22]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 12:03:23]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 12:03:23]METS Db Dis_Conn !! 
[FimsReadDemon             ; 12:03:23]Program End.
[FimsSendDemon             ; 12:05:01] SKT FIMS INF SEND DEMON START >>>>> 
[FimsSendDemon             ; 12:05:26]METS Db CONNECTION !! 
[FimsSendDemon             ; 12:05:28]1번>>>> 납품지시내역 신규 데이터 없음
[FimsSendDemon             ; 12:05:28]METS Db Dis_Conn !! 
[FimsSendDemon             ; 12:05:28]Program End.
[FimsSendDemon             ; 12:08:01] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 12:08:01]METS Db CONNECTION !! 
[FimsReadDemon             ; 12:13:01] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 12:13:01]METS Db CONNECTION !! 
[FimsReadDemon             ; 12:13:01]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 12:13:01]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 12:13:01]METS Db Dis_Conn !! 
[FimsReadDemon             ; 12:13:01]Program End.
[FimsSendDemon             ; 12:18:01] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 12:18:01]METS Db CONNECTION !! 
[FimsReadDemon             ; 12:23:02] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 12:23:02]METS Db CONNECTION !! 
[FimsReadDemon             ; 12:23:02]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 12:23:02]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 12:23:02]METS Db Dis_Conn !! 
[FimsReadDemon             ; 12:23:02]Program End.
[FimsSendDemon             ; 12:28:01] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 12:28:02]METS Db CONNECTION !! 
[FimsReadDemon             ; 12:33:01] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 12:33:01]METS Db CONNECTION !! 
[FimsReadDemon             ; 12:33:01]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 12:33:01]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 12:33:01]METS Db Dis_Conn !! 
[FimsReadDemon             ; 12:33:01]Program End.
[FimsSendDemon             ; 12:35:02] SKT FIMS INF SEND DEMON START >>>>> 
[FimsSendDemon             ; 12:35:02]METS Db CONNECTION !! 
[FimsSendDemon             ; 12:38:01] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 12:38:01]METS Db CONNECTION !! 
[FimsReadDemon             ; 12:43:01] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 12:43:01]METS Db CONNECTION !! 
[FimsReadDemon             ; 12:43:01]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 12:43:01]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 12:43:01]METS Db Dis_Conn !! 
[FimsReadDemon             ; 12:43:01]Program End.
[FimsSendDemon             ; 12:48:01] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 12:48:01]METS Db CONNECTION !! 
[FimsReadDemon             ; 12:53:02] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 12:53:02]METS Db CONNECTION !! 
[FimsReadDemon             ; 12:53:02]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 12:53:02]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 12:53:02]METS Db Dis_Conn !! 
[FimsReadDemon             ; 12:53:02]Program End.
[FimsSendDemon             ; 12:58:01] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 12:58:02]METS Db CONNECTION !! 
[FimsReadDemon             ; 13:03:01] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 13:03:01]METS Db CONNECTION !! 
[FimsReadDemon             ; 13:03:01]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 13:03:01]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 13:03:01]METS Db Dis_Conn !! 
[FimsReadDemon             ; 13:03:01]Program End.
[FimsSendDemon             ; 13:05:01] SKT FIMS INF SEND DEMON START >>>>> 
[FimsSendDemon             ; 13:05:01]METS Db CONNECTION !! 
[FimsSendDemon             ; 13:08:01] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 13:08:01]METS Db CONNECTION !! 
[FimsReadDemon             ; 13:13:01] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 13:13:01]METS Db CONNECTION !! 
[FimsReadDemon             ; 13:13:01]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 13:13:01]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 13:13:01]METS Db Dis_Conn !! 
[FimsReadDemon             ; 13:13:01]Program End.
[FimsSendDemon             ; 13:18:01] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 13:18:01]METS Db CONNECTION !! 
[FimsReadDemon             ; 13:23:01] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 13:23:01]METS Db CONNECTION !! 
[FimsReadDemon             ; 13:23:01]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 13:23:01]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 13:23:01]METS Db Dis_Conn !! 
[FimsReadDemon             ; 13:23:01]Program End.
[FimsSendDemon             ; 13:28:02] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 13:28:02]METS Db CONNECTION !! 
[FimsReadDemon             ; 13:33:01] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 13:33:01]METS Db CONNECTION !! 
[FimsReadDemon             ; 13:33:01]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 13:33:02]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 13:33:02]METS Db Dis_Conn !! 
[FimsReadDemon             ; 13:33:02]Program End.
[FimsSendDemon             ; 13:35:01] SKT FIMS INF SEND DEMON START >>>>> 
[FimsSendDemon             ; 13:35:01]METS Db CONNECTION !! 
[FimsSendDemon             ; 13:38:01] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 13:38:01]METS Db CONNECTION !! 
[FimsReadDemon             ; 13:43:01] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 13:43:01]METS Db CONNECTION !! 
[FimsReadDemon             ; 13:43:01]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 13:43:01]5번>>>> 인수 승인 내역 다운로드 시작: HavisDlvrInsuData_20200626134003.dat
[FimsSendDemon             ; 13:48:01] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 13:48:02]METS Db CONNECTION !! 
[FimsReadDemon             ; 13:53:01] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 13:53:01]METS Db CONNECTION !! 
[FimsReadDemon             ; 13:53:01]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 13:53:01]5번>>>> 인수 승인 내역 다운로드 시작: HavisDlvrInsuData_20200626134003.dat
[FimsSendDemon             ; 13:58:01] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 13:58:01]METS Db CONNECTION !! 
[FimsReadDemon             ; 14:03:02] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 14:03:02]METS Db CONNECTION !! 
[FimsReadDemon             ; 14:03:02]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 14:03:02]5번>>>> 인수 승인 내역 다운로드 시작: HavisDlvrInsuData_20200626134003.dat
[FimsSendDemon             ; 14:05:01] SKT FIMS INF SEND DEMON START >>>>> 
[FimsSendDemon             ; 14:05:02]METS Db CONNECTION !! 
[FimsSendDemon             ; 14:08:01] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 14:08:01]METS Db CONNECTION !! 
[FimsReadDemon             ; 14:13:02] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 14:13:02]METS Db CONNECTION !! 
[FimsReadDemon             ; 14:13:02]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 14:13:02]5번>>>> 인수 승인 내역 다운로드 시작: HavisDlvrInsuData_20200626134003.dat
[FimsSendDemon             ; 14:18:01] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 14:18:01]METS Db CONNECTION !! 
[FimsReadDemon             ; 14:23:02] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 14:23:02]METS Db CONNECTION !! 
[FimsReadDemon             ; 14:23:02]2번>>>> 자재 수량 분배 신규 데이터 없음.
